gen evals time best_fitness
0 100 0 0.7
1 200 0 0.8
2 300 0 0.8999999999999999
3 400 0 0.8999999999999999
4 500 0 0.8999999999999999
5 600 0 0.8999999999999999
6 700 0 0.8999999999999999
7 800 0 0.8999999999999999
8 900 0 0.8999999999999999
9 1000 0 0.8999999999999999
10 1100 0 0.8999999999999999
11 1200 0 0.8999999999999999
12 1300 0 0.8999999999999999
13 1400 0 0.8999999999999999
14 1500 0 0.8999999999999999
15 1600 0 0.8999999999999999
16 1700 0 0.8999999999999999
17 1800 0 0.8999999999999999
18 1900 0 0.8999999999999999
19 2000 0 0.8999999999999999
20 2100 0 0.8999999999999999
21 2200 0 0.8999999999999999
22 2300 0 0.8999999999999999
23 2400 0 0.8999999999999999
24 2500 0 0.8999999999999999
25 2600 0 0.8999999999999999
26 2700 0 0.8999999999999999
27 2800 0 0.8999999999999999
28 2900 0 0.8999999999999999
29 3000 0 0.8999999999999999
30 3100 0 0.8999999999999999
31 3200 0 0.8999999999999999
32 3300 0 0.8999999999999999
33 3400 0 0.8999999999999999
34 3500 0 0.8999999999999999
35 3600 0 0.8999999999999999
36 3700 0 0.8999999999999999
37 3800 0 0.8999999999999999
38 3900 0 0.8999999999999999
39 4000 0 0.8999999999999999
40 4100 0 0.8999999999999999
41 4200 0 0.8999999999999999
42 4300 4 0.8999999999999999
43 4400 4 0.8999999999999999
44 4500 4 0.8999999999999999
45 4600 4 0.8999999999999999
46 4700 4 0.8999999999999999
47 4800 4 0.8999999999999999
48 4900 4 0.8999999999999999
49 5000 4 0.8999999999999999
50 5100 4 0.8999999999999999
51 5200 4 0.8999999999999999
52 5300 4 0.8999999999999999
53 5400 4 0.8999999999999999
54 5500 4 0.8999999999999999
55 5600 4 0.8999999999999999
56 5700 4 0.8999999999999999
57 5800 4 0.8999999999999999
58 5900 4 0.8999999999999999
59 6000 4 0.8999999999999999
60 6100 4 0.8999999999999999
61 6200 4 0.8999999999999999
62 6300 4 0.8999999999999999
63 6400 4 0.8999999999999999
64 6500 4 0.8999999999999999
65 6600 4 0.8999999999999999
66 6700 4 0.8999999999999999
67 6800 4 0.8999999999999999
68 6900 4 0.8999999999999999
69 7000 4 0.8999999999999999
70 7100 4 0.8999999999999999
71 7200 4 0.8999999999999999
72 7300 4 0.8999999999999999
73 7400 4 0.8999999999999999
74 7500 4 0.8999999999999999
75 7600 4 0.8999999999999999
76 7700 4 0.8999999999999999
77 7800 4 0.8999999999999999
78 7900 4 0.8999999999999999
79 8000 4 0.8999999999999999
80 8100 4 0.8999999999999999
81 8200 4 0.8999999999999999
82 8300 4 0.8999999999999999
83 8400 4 0.8999999999999999
84 8500 4 0.8999999999999999
85 8600 4 0.8999999999999999
86 8700 4 0.8999999999999999
87 8800 4 0.8999999999999999
88 8900 4 0.8999999999999999
89 9000 4 0.8999999999999999
90 9100 4 0.8999999999999999
91 9200 4 0.8999999999999999
92 9300 4 0.8999999999999999
93 9400 4 0.8999999999999999
94 9500 4 0.8999999999999999
95 9600 4 0.8999999999999999
96 9700 4 0.8999999999999999
97 9800 4 0.8999999999999999
98 9900 4 0.8999999999999999
99 10000 4 0.8999999999999999
100 10100 4 0.8999999999999999
101 10200 4 0.8999999999999999
102 10300 4 0.8999999999999999
103 10400 4 0.8999999999999999
104 10500 4 0.8999999999999999
105 10600 4 0.8999999999999999
106 10700 4 0.8999999999999999
107 10800 8 0.8999999999999999
